level,topic,title,dialogue_line
easy,restaurant,A Good Lunch,What kind of soup was that?
easy,restaurant,A Good Lunch,It was tomato soup.
easy,restaurant,A Good Lunch,That tasted so good.
easy,restaurant,A Good Lunch,I put lemon and butter in it.
easy,restaurant,A Good Lunch,"The sandwich was good, too."
easy,restaurant,A Good Lunch,Everyone likes bacon and tomato sandwiches.
easy,restaurant,A Good Lunch,Especially on toast.
easy,restaurant,A Good Lunch,"And the pickles were great, too."
easy,restaurant,A Good Lunch,Tomorrow we'll have rice and fish for lunch.
easy,restaurant,A Good Lunch,I can't wait.
easy,restaurant,A Bad Steak,I'm calling the waiter.
easy,restaurant,A Bad Steak,What's the matter?
easy,restaurant,A Bad Steak,This steak has too much fat.
easy,restaurant,A Bad Steak,What do you want the waiter to do?
easy,restaurant,A Bad Steak,Bring me a better steak.
easy,restaurant,A Bad Steak,I wouldn't do that.
easy,restaurant,A Bad Steak,Why not?
easy,restaurant,A Bad Steak,"They will drop the new steak on the floor, step on it, and then spit on it."
easy,restaurant,A Bad Steak,You're crazy.
easy,restaurant,A Bad Steak,Then the waiter will give you a big smile as he brings you the new steak.
easy,restaurant,A Bad Steak,Where do you get these crazy ideas?
easy,restaurant,A Bad Steak,I used to cook in a restaurant!
easy,restaurant,Dirty Nails,Let's leave.
easy,restaurant,Dirty Nails,But we just got here.
easy,restaurant,Dirty Nails,Did you see the waiter's hands?
easy,restaurant,Dirty Nails,No.
easy,restaurant,Dirty Nails,He had dirty fingernails.
easy,restaurant,Dirty Nails,Really?
easy,restaurant,Dirty Nails,His nails were black!
easy,restaurant,Dirty Nails,That's disgusting.
easy,restaurant,Dirty Nails,And he poured water into our glasses.
easy,restaurant,Dirty Nails,Yuck! No water for me.
easy,restaurant,Dirty Nails,"I wonder if the cooks' nails are dirty, too."
easy,restaurant,Dirty Nails,Who cares? Let's get out of here.
easy,restaurant,Hot Bread,This hot bread is delicious.
easy,restaurant,Hot Bread,I like this restaurant because they give you free bread.
easy,restaurant,Hot Bread,"Well, I think we are paying for it."
easy,restaurant,Hot Bread,No. Look at the bill when we get it. There's no charge for the bread.
easy,restaurant,Hot Bread,"It is delicious, especially with butter."
easy,restaurant,Hot Bread,I think we should just leave after we fill up on the bread.
easy,restaurant,Hot Bread,They probably wouldn't like that.
easy,restaurant,Hot Bread,I'm eating so much bread that I'm getting full.
easy,restaurant,Hot Bread,Then stop eating the bread!
easy,restaurant,Hot Bread,"Okay, just one more piece. Pass the butter, please."
easy,restaurant,Hot Bread,"If I owned a restaurant, I would never serve hot bread before the main course."
easy,restaurant,Hot Bread,That's terrible. I would never go to your restaurant.
easy,restaurant,Fear of Germs,Is this a clean restaurant?
easy,restaurant,Fear of Germs,"Well, the tables and chairs look okay."
easy,restaurant,Fear of Germs,"Okay, let's sit down."
easy,restaurant,Fear of Germs,Check out the silverware.
easy,restaurant,Fear of Germs,It passes inspection.
easy,restaurant,Fear of Germs,Here comes the waiter. See if his hands and nails are clean.
easy,restaurant,Fear of Germs,"Well, the waiter looked clean, so I guess it's okay to eat here."
easy,restaurant,Fear of Germs,You're forgetting about the bathroom.
easy,restaurant,Fear of Germs,I'm going to just hope that the bathroom is clean.
easy,restaurant,Fear of Germs,You're not going to examine it before we order dinner?
easy,restaurant,Fear of Germs,"No, I'd rather not find out that it's dirty, because I'm pretty hungry right now."
easy,restaurant,Fear of Germs,"Me, too. Let's forget about germs and focus on food."
easy,restaurant,Bad Service,Have you seen our waiter?
easy,restaurant,Bad Service,Here he comes now.
easy,restaurant,Bad Service,We've been sitting here for almost 10 minutes.
easy,restaurant,Bad Service,"Oops, I guess I was wrong. That isn't our waiter."
easy,restaurant,Bad Service,"We can give him five more minutes, and then leave."
easy,restaurant,Bad Service,I'll go up front and talk to the manager.
easy,restaurant,Bad Service,That's a good idea.
easy,restaurant,Bad Service,Maybe they'll give us free drinks for waiting so long.
easy,restaurant,Bad Service,Maybe he'll send us our waiter immediately.
easy,restaurant,Bad Service,"Every time we eat out, it's an adventure."
easy,restaurant,Bad Service,"Last time, we got seats next to the kitchen."
easy,restaurant,Bad Service,We'll never go there again.
easy,restaurant,A Good Table,Is this table okay?
easy,restaurant,A Good Table,"No, it's too close to the kitchen door."
easy,restaurant,A Good Table,How about this table?
easy,restaurant,A Good Table,"No, it's too close to the front door."
easy,restaurant,A Good Table,This looks like a nice table.
easy,restaurant,A Good Table,"No, it's too close to the salad bar."
easy,restaurant,A Good Table,"Okay, I give up."
easy,restaurant,A Good Table,"Well, there is one good table."
easy,restaurant,A Good Table,Great. Which one?
easy,restaurant,A Good Table,That one. A group of eight just sat down at it.
easy,restaurant,"Do I Hear $60,000?",I don't believe the art world.
easy,restaurant,"Do I Hear $60,000?",What is it this time?
easy,restaurant,"Do I Hear $60,000?",An Andy Warhol drawing.
easy,restaurant,"Do I Hear $60,000?",He's a famous artist.
easy,restaurant,"Do I Hear $60,000?",He drew two butterflies and a flower on a napkin in a restaurant.
easy,restaurant,"Do I Hear $60,000?",Did he sign it?
easy,restaurant,"Do I Hear $60,000?",Yes.
easy,restaurant,"Do I Hear $60,000?",Is it beautiful?
easy,restaurant,"Do I Hear $60,000?",It's just black ink on a white napkin. And the napkin has food stains!
easy,restaurant,"Do I Hear $60,000?",So it's not worth much?
easy,restaurant,"Do I Hear $60,000?","Only about $30,000."
easy,restaurant,"Do I Hear $60,000?","Without the food stains, it would probably be worth more."
easy,sports,Take Me to the Ball Game,Can we go to the baseball game?
easy,sports,Take Me to the Ball Game,Of course.
easy,sports,Take Me to the Ball Game,I love baseball.
easy,sports,Take Me to the Ball Game,So do I.
easy,sports,Take Me to the Ball Game,I love to eat the peanuts.
easy,sports,Take Me to the Ball Game,I love to eat the hot dogs.
easy,sports,Take Me to the Ball Game,I hope well see a home run.
easy,sports,Take Me to the Ball Game,I hope well catch a foul ball.
easy,sports,Take Me to the Ball Game,Bring a jacket.
easy,sports,Take Me to the Ball Game,Yes. It gets a little cool at night.
easy,sports,Take Me to the Ball Game,Bring a glove to catch a foul ball.
easy,sports,Take Me to the Ball Game,No. Ill just use my cap to catch a foul ball.
easy,sports,Golf Is Silly,Golf is a silly game.
easy,sports,Golf Is Silly,It certainly is.
easy,sports,Golf Is Silly,You hit a white ball.
easy,sports,Golf Is Silly,And then you chase it.
easy,sports,Golf Is Silly,And then you hit it again.
easy,sports,Golf Is Silly,"Finally, you put the ball into a hole in the ground."
easy,sports,Golf Is Silly,"You do this 18 times, because there are 18 holes."
easy,sports,Golf Is Silly,Whats the point?
easy,sports,Golf Is Silly,How can it be fun?
easy,sports,Golf Is Silly,They pay money to play this silly game!
easy,sports,Golf Is Silly,I think golfers have a mental problem.
easy,sports,Golf Is Silly,I think theyre nuts.
easy,sports,Fresh Fish,Do you want to go fishing?
easy,sports,Fresh Fish,Yes. Thats a good idea.
easy,sports,Fresh Fish,Where do you want to go?
easy,sports,Fresh Fish,We can go to the river.
easy,sports,Fresh Fish,Or we can go to the lake.
easy,sports,Fresh Fish,Or we can go to the ocean.
easy,sports,Fresh Fish,Lets go to the lake.
easy,sports,Fresh Fish,Yes. The lake is only 10 miles away.
easy,sports,Fresh Fish,We can be there in 20 minutes.
easy,sports,Fresh Fish,Ill get our fishing rods.
easy,sports,Fresh Fish,Ill get the bait.
easy,sports,Fresh Fish,Well have fresh fish for dinner!
easy,sports,I Love Baseball,Baseball is fun.
easy,sports,I Love Baseball,I like to hit the ball.
easy,sports,I Love Baseball,I like to run around the bases.
easy,sports,I Love Baseball,I like to slide into the bases.
easy,sports,I Love Baseball,Yeah. Its a lot of fun to slide.
easy,sports,I Love Baseball,I want to be a baseball player when I grow up.
easy,sports,I Love Baseball,Me too. I want to play for the Yankees.
easy,sports,I Love Baseball,Not me. I want to play for the Dodgers.
easy,sports,I Love Baseball,We have to practice every day.
easy,sports,I Love Baseball,I dont like practice.
easy,sports,I Love Baseball,Me neither. Its boring.
easy,sports,I Love Baseball,But practice makes perfect.
easy,sports,New Shoes,Lets go jogging.
easy,sports,New Shoes,Thats a good idea.
easy,sports,New Shoes,I bought some new shoes.
easy,sports,New Shoes,Are they comfortable?
easy,sports,New Shoes,Theyre very comfortable.
easy,sports,New Shoes,How much were they?
easy,sports,New Shoes,They were on sale for $80.
easy,sports,New Shoes,Do they help you run faster?
easy,sports,New Shoes,"No, but my feet dont hurt anymore."
easy,sports,New Shoes,Then theyre worth every penny.
easy,sports,New Shoes,You might want to buy a pair.
easy,sports,New Shoes,Ill wait until I wear this pair out.
easy,sports,Im Worried about Tiger,Tiger is the greatest golfer in the world.
easy,sports,Im Worried about Tiger,You can say that again.
easy,sports,Im Worried about Tiger,But Im worried about Tiger.
easy,sports,Im Worried about Tiger,Why is that?
easy,sports,Im Worried about Tiger,Because he likes to SCUBA dive.
easy,sports,Im Worried about Tiger,Whats wrong with that?
easy,sports,Im Worried about Tiger,It can be dangerous.
easy,sports,Im Worried about Tiger,You mean he could drown.
easy,sports,Im Worried about Tiger,He shouldnt SCUBA dive until he retires.
easy,sports,Im Worried about Tiger,But he dives to relax.
easy,sports,Im Worried about Tiger,"He might relax, but it makes me nervous."
easy,sports,Im Worried about Tiger,"If his wife doesnt mind, you shouldnt mind."
easy,sports,Where Is Tiger From?,Did you watch that golf tournament?
easy,sports,Where Is Tiger From?,The one that Tiger won?
easy,sports,Where Is Tiger From?,How did he do it?
easy,sports,Where Is Tiger From?,It was nothing for him.
easy,sports,Where Is Tiger From?,He sank a 20-foot putt on the last hole to win by one stroke!
easy,sports,Where Is Tiger From?,He sank a 25-footer last year at the same tournament to win by one stroke.
easy,sports,Where Is Tiger From?,I think he is from outer space.
easy,sports,Where Is Tiger From?,No human could possibly play golf that well.
easy,sports,Where Is Tiger From?,"Whenever he needs a shot to win a tournament, he makes that shot."
easy,sports,Where Is Tiger From?,No human can do that.
easy,sports,Where Is Tiger From?,Somebody should check his birth record.
easy,sports,Where Is Tiger From?,I bet it says he was born on Mars.
easy,sports,Babe Ruth,Whos the greatest baseball player?
easy,sports,Babe Ruth,There are so many great players.
easy,sports,Babe Ruth,"Yes, but who is the greatest?"
easy,sports,Babe Ruth,Id have to say Babe Ruth.
easy,sports,Babe Ruth,Most people would say that.
easy,sports,Babe Ruth,He changed the game.
easy,sports,Babe Ruth,"Yes, he made the home run popular."
easy,sports,Babe Ruth,"Everybody loved him, all over the nation."
easy,sports,Babe Ruth,He helped make the Yankees the best team ever.
easy,sports,Babe Ruth,"And Ruth was a good person, too."
easy,sports,Babe Ruth,He always visited hospitals to cheer up sick kids.
easy,sports,Babe Ruth,There will never be another Babe.
easy,sports,The Seasons Over,Did you hear what happened at the baseball game?
easy,sports,The Seasons Over,"No, please tell me."
easy,sports,The Seasons Over,Someone punched out someone.
easy,sports,The Seasons Over,Thats not nice.
easy,sports,The Seasons Over,Its worse than that.
easy,sports,The Seasons Over,How so?
easy,sports,The Seasons Over,Two guys got into an argument.
easy,sports,The Seasons Over,Ill bet they were drinking.
easy,sports,The Seasons Over,A third guy punched one of the two guys.
easy,sports,The Seasons Over,"Ill bet he was drinking, too."
easy,sports,The Seasons Over,The victim hit his head on the concrete steps and died.
easy,sports,The Seasons Over,Thats terrible. Cant people just have fun at a baseball game?
easy,sports,Cheap Seats,I want to go to the ball game.
easy,sports,Cheap Seats,Is there a game tonight?
easy,sports,Cheap Seats,"Yes, it starts at 7 p.m."
easy,sports,Cheap Seats,Can we get tickets?
easy,sports,Cheap Seats,"Yes, but only the cheap tickets."
easy,sports,Cheap Seats,How much are they?
easy,sports,Cheap Seats,Theyre only $5 each.
easy,sports,Cheap Seats,Thats a good price.
easy,sports,Cheap Seats,"Yes, its cheaper than a hot dog or a beer."
easy,sports,Cheap Seats,Where are the seats?
easy,sports,Cheap Seats,Theyre behind the outfield.
easy,sports,Cheap Seats,Maybe we can catch a home run ball.
easy,sports,Golf Is No Picnic,Golf is so hard.
easy,sports,Golf Is No Picnic,What's so hard about hitting a little white ball?
easy,sports,Golf Is No Picnic,It's hard if you want to do it right.
easy,sports,Golf Is No Picnic,You mean like Tiger?
easy,sports,Golf Is No Picnic,"No, like a good amateur golfer."
easy,sports,Golf Is No Picnic,What's so hard about golf?
easy,sports,Golf Is No Picnic,There are so many things you have to do right.
easy,sports,Golf Is No Picnic,Like what?
easy,sports,Golf Is No Picnic,"Like keep your left arm straight, keep your head down, and follow through."
easy,sports,Golf Is No Picnic,Yikes! Who can remember all that?
easy,sports,Golf Is No Picnic,You need to get a lot of lessons when you're really young.
easy,sports,Golf Is No Picnic,Forget it. Golf sounds more like work than fun.
easy,sports,A Player Cheats,Did you hear about the ball player?
easy,sports,A Player Cheats,The home run hitter on drugs?
easy,sports,A Player Cheats,He said a doctor helped him with a personal problem.
easy,sports,A Player Cheats,He said he wasnt using drugs.
easy,sports,A Player Cheats,He apologized to the fans.
easy,sports,A Player Cheats,The league suspended him for 50 games.
easy,sports,A Player Cheats,That will cost him some money.
easy,sports,A Player Cheats,"Yes, about $7 million."
easy,sports,A Player Cheats,That will teach him a good lesson.
easy,sports,A Player Cheats,He probably wont use drugs anymore.
easy,sports,A Player Cheats,But it wont stop other players from using drugs.
easy,sports,A Player Cheats,No. Everyone always figures that they wont get caught.
easy,safety,Too Much Crime,Why is there so much crime?
easy,safety,Too Much Crime,Because parents don't teach their kids right from wrong.
easy,safety,Too Much Crime,Is that it?
easy,safety,Too Much Crime,"Also, there aren't enough police."
easy,safety,Too Much Crime,But there are a lot of police.
easy,safety,Too Much Crime,There's only one police officer per 100 criminals.
easy,safety,Too Much Crime,Can't we hire more police?
easy,safety,Too Much Crime,No. It costs too much money.
easy,safety,Too Much Crime,Doesn't crime cost more than police?
easy,safety,Too Much Crime,"Yes, it does."
easy,safety,Too Much Crime,So it would be cheaper to hire more police?
easy,safety,Too Much Crime,"Yes, it would."
easy,safety,No One Ever Leaves,This is a great neighborhood.
easy,safety,No One Ever Leaves,"Yes, it is."
easy,safety,No One Ever Leaves,People are friendly.
easy,safety,No One Ever Leaves,"Yes, they are."
easy,safety,No One Ever Leaves,The streets and sidewalks are clean.
easy,safety,No One Ever Leaves,"Yes, they are."
easy,safety,No One Ever Leaves,There's a real nice park nearby.
easy,safety,No One Ever Leaves,"Yes, there is."
easy,safety,No One Ever Leaves,I feel safe here.
easy,safety,No One Ever Leaves,There is no crime here.
easy,safety,No One Ever Leaves,I wish I could move here.
easy,safety,No One Ever Leaves,"Maybe you can, if someone moves out."
easy,safety,Fire and Smoke,The house burned down.
easy,safety,Fire and Smoke,What happened?
easy,safety,Fire and Smoke,The man fell asleep.
easy,safety,Fire and Smoke,Was he smoking?
easy,safety,Fire and Smoke,"Yes, he was smoking a cigarette."
easy,safety,Fire and Smoke,Did he die?
easy,safety,Fire and Smoke,"Yes, he did. His cat died, too."
easy,safety,Fire and Smoke,That's too bad. What about his smoke alarm?
easy,safety,Fire and Smoke,The battery was dead.
easy,safety,Fire and Smoke,A good battery would have saved his life.
easy,safety,Fire and Smoke,"He had cigarettes, but no battery."
easy,safety,Fire and Smoke,It happens all the time.
easy,safety,Play with Fire,They say he has started fifteen big fires.
easy,safety,Play with Fire,He's been in jail three times already.
easy,safety,Play with Fire,Why did they ever let him out?
easy,safety,Play with Fire,It's the law. They can't keep him in jail forever.
easy,safety,Play with Fire,Why not? Everyone knows he's a firebug. He loves to start fires.
easy,safety,Play with Fire,I don't know. Sometimes the law doesn't make sense.
easy,safety,Play with Fire,But his latest fire killed someone.
easy,safety,Play with Fire,This time they have charged him with murder.
easy,safety,Play with Fire,So maybe he'll go to jail forever?
easy,safety,Play with Fire,I sure hope so.
easy,safety,Play with Fire,Someone should set him on fire.
easy,safety,Play with Fire,That would teach him a good lesson.
easy,safety,Fasten Your Seatbelt,Put your seatbelt on.
easy,safety,Fasten Your Seatbelt,Why?
easy,safety,Fasten Your Seatbelt,Because it will protect you in case of an accident.
easy,safety,Fasten Your Seatbelt,But it's uncomfortable.
easy,safety,Fasten Your Seatbelt,It's the law.
easy,safety,Fasten Your Seatbelt,It's so much trouble.
easy,safety,Fasten Your Seatbelt,It's common sense.
easy,safety,Fasten Your Seatbelt,It's so tight that it's hard for me to breathe.
easy,safety,Fasten Your Seatbelt,Hold your breath till we get there.
easy,safety,Fasten Your Seatbelt,"Okay, my seatbelt is on."
easy,safety,Fasten Your Seatbelt,I'm glad you don't complain very much.
easy,safety,Fasten Your Seatbelt,I'm ready for an accident.
easy,safety,Use the Stepladder,What are you doing?
easy,safety,Use the Stepladder,I'm going to change the light bulb. It burnt out.
easy,safety,Use the Stepladder,What are you standing on?
easy,safety,Use the Stepladder,A couple of dictionaries and some textbooks.
easy,safety,Use the Stepladder,Are you crazy?
easy,safety,Use the Stepladder,What's the matter?
easy,safety,Use the Stepladder,Those books will slip and you'll fall.
easy,safety,Use the Stepladder,It's only a couple of feet.
easy,safety,Use the Stepladder,"What if you fall while you're holding the light bulb, and it breaks and pieces go into your eyes?"
easy,safety,Use the Stepladder,I never thought about that.
easy,safety,Use the Stepladder,You'd be blind for the rest of your life!
easy,safety,Use the Stepladder,I'll get the stepladder.
easy,safety,A Puddle on the Floor,Did you see that puddle of water on the floor?
easy,safety,A Puddle on the Floor,Yes. I called for a clean-up.
easy,safety,A Puddle on the Floor,A puddle of water is very dangerous.
easy,safety,A Puddle on the Floor,It isn't easy to see.
easy,safety,A Puddle on the Floor,But it's real easy to slip on.
easy,safety,A Puddle on the Floor,Especially on these slick floors.
easy,safety,A Puddle on the Floor,Someone who slips could hurt their back.
easy,safety,A Puddle on the Floor,They could even crack their head open.
easy,safety,A Puddle on the Floor,We should stand here till the clean-up person gets here.
easy,safety,A Puddle on the Floor,We can leave if we put an orange cone here.
easy,safety,A Puddle on the Floor,"Yes, but I don't know where the orange cones are."
easy,safety,A Puddle on the Floor,It doesn't matter. Here he comes now with the mop.
easy,safety,The Fire Alarm,What happens when the fire alarm rings?
easy,safety,The Fire Alarm,We tell our students to leave the classroom.
easy,safety,The Fire Alarm,Can they take their belongings?
easy,safety,The Fire Alarm,"Yes, if they do it quickly."
easy,safety,The Fire Alarm,Where do the students go?
easy,safety,The Fire Alarm,They go out to the north parking lot.
easy,safety,The Fire Alarm,What do the teachers do?
easy,safety,The Fire Alarm,We take our rosters to the parking lot and take roll.
easy,safety,The Fire Alarm,Why do you do that?
easy,safety,The Fire Alarm,We want to make sure all the students are out of the building.
easy,safety,The Fire Alarm,"If they are all outside, then what?"
easy,safety,The Fire Alarm,Then we just wait outside for a fireman to tell us to go back in.
easy,safety,Double-Check Everything,I have to go back upstairs.
easy,safety,Double-Check Everything,Why? We're already late.
easy,safety,Double-Check Everything,I have to check the stove.
easy,safety,Double-Check Everything,What's the matter?
easy,safety,Double-Check Everything,Maybe I left the burner on.
easy,safety,Double-Check Everything,"No, you didn't. I checked the stove before we left."
easy,safety,Double-Check Everything,Are you sure?
easy,safety,Double-Check Everything,Of course I'm sure.
easy,safety,Double-Check Everything,"Well, I have to go back upstairs anyway."
easy,safety,Double-Check Everything,It's getting later every minute.
easy,safety,Double-Check Everything,I think I left the water running.
easy,safety,Double-Check Everything,"No, you didn't. Let's go! The only thing running is the clock!"
easy,safety,Guns for All,The city is buying guns.
easy,safety,Guns for All,What are they paying?
easy,safety,Guns for All,"Up to $200 for each gun, no questions asked."
easy,safety,Guns for All,Why are they doing this?
easy,safety,Guns for All,They want to get guns off the street.
easy,safety,Guns for All,Who would turn in a gun for $200?
easy,safety,Guns for All,That isn't a good deal?
easy,safety,Guns for All,A good gun costs $400 or more.
easy,safety,Guns for All,"Well, if you bring your receipt, maybe they'll give you $400."
easy,safety,Guns for All,I'll keep my receipt and my gun.
easy,safety,Guns for All,I didn't know you had a gun.
easy,safety,Guns for All,Everyone in America should have a gun.
easy,safety,Crime Reduction,You're yawning.
easy,safety,Crime Reduction,I sure am.
easy,safety,Crime Reduction,You should go to bed.
easy,safety,Crime Reduction,I will as soon as I finish this article.
easy,safety,Crime Reduction,What are you reading?
easy,safety,Crime Reduction,It's about crime in Los Angeles.
easy,safety,Crime Reduction,What does it say?
easy,safety,Crime Reduction,The mayor says the crime rate is going down.
easy,safety,Crime Reduction,Then why does everyone lock their doors?
easy,safety,Crime Reduction,I guess they haven't read this article.
easy,safety,Crime Reduction,No one believes that the crime rate is going down.
easy,safety,Crime Reduction,Maybe the mayor is just talking about his own neighborhood.
easy,safety,Two Different States,People who live in California are crazy.
easy,safety,Two Different States,Why is that?
easy,safety,Two Different States,Because of all the earthquakes and fires.
easy,safety,Two Different States,But big earthquakes happen only once in a while.
easy,safety,Two Different States,Once in a while is once too many.
easy,safety,Two Different States,But you're right. There are a lot of fires.
easy,safety,Two Different States,A recent fire destroyed 85 homes.
easy,safety,Two Different States,"Still, it's safer than Florida."
easy,safety,Two Different States,Florida doesn't have earthquakes or fires.
easy,safety,Two Different States,"No, Florida just has hurricanes every year from June to October."
easy,safety,Two Different States,But most of those hurricanes are harmless.
easy,safety,Two Different States,"Excuse me. Hurricane Andrew destroyed 30,000 homes!"
easy,travel,Beautiful Hawaii,I went to Hawaii on vacation.
easy,travel,Beautiful Hawaii,Did you like it?
easy,travel,Beautiful Hawaii,I loved it. I want to live there.
easy,travel,Beautiful Hawaii,What did you like?
easy,travel,Beautiful Hawaii,"The island is so green, and the water is so blue."
easy,travel,Beautiful Hawaii,Did you go swimming?
easy,travel,Beautiful Hawaii,I went to the beach every day.
easy,travel,Beautiful Hawaii,How was the weather?
easy,travel,Beautiful Hawaii,It was hot and sunny every day.
easy,travel,Beautiful Hawaii,What did you do at night?
easy,travel,Beautiful Hawaii,At night I went out to eat. The food was delicious.
easy,travel,Beautiful Hawaii,People who live in Hawaii are lucky.
easy,travel,A Real Meal,I like this hotel.
easy,travel,A Real Meal,What do you like about it?
easy,travel,A Real Meal,We get a free breakfast.
easy,travel,A Real Meal,Coffee and a roll?
easy,travel,A Real Meal,"No, a real breakfast."
easy,travel,A Real Meal,Bacon and eggs?
easy,travel,A Real Meal,"With toast, ham, sausage, fresh fruit, and juice."
easy,travel,A Real Meal,Wow! That is nice. Let's stay for two nights.
easy,travel,A Real Meal,"And the rooms are clean, too."
easy,travel,A Real Meal,Do they allow pets?
easy,travel,A Real Meal,"No pets, no smoking."
easy,travel,A Real Meal,I like that. Let's stay three nights.
easy,travel,New Sheets,I'm not sleeping here tonight.
easy,travel,New Sheets,What's the matter? This is a nice room.
easy,travel,New Sheets,"Maybe the room is nice, but not the bed."
easy,travel,New Sheets,What's wrong with the bed?
easy,travel,New Sheets,Look at this sheet.
easy,travel,New Sheets,Yes?
easy,travel,New Sheets,See those stains?
easy,travel,New Sheets,I sure do.
easy,travel,New Sheets,I'm not sleeping on that sheet.
easy,travel,New Sheets,"Well, just call the front desk. They'll give us new sheets."
easy,travel,New Sheets,I want sheets without stains on them.
easy,travel,New Sheets,"From now on, let's bring our own sheets."
easy,travel,The Airport,What time does your plane leave?
easy,travel,The Airport,It leaves at 12:15.
easy,travel,The Airport,When do you have to be at the airport?
easy,travel,The Airport,I have to be there two hours early.
easy,travel,The Airport,So we have to be at the airport at 10:15.
easy,travel,The Airport,That means we have to leave the house at 9:15.
easy,travel,The Airport,"Well, it's an hour to get there, if there are no traffic problems."
easy,travel,The Airport,So maybe we better leave at 8:15?
easy,travel,The Airport,"Yes, it's better to get there too early than too late."
easy,travel,The Airport,I agree.
easy,travel,The Airport,You never know what might happen on these freeways.
easy,travel,The Airport,There's at least one huge accident every day.
easy,travel,A Christmas Flight,I need to fly to New York.
easy,travel,A Christmas Flight,When are you going?
easy,travel,A Christmas Flight,During the Christmas holidays.
easy,travel,A Christmas Flight,You'd better buy your ticket now.
easy,travel,A Christmas Flight,You must be kidding.
easy,travel,A Christmas Flight,"No, I'm not. It's March. Time is running out. Seats are selling out right now."
easy,travel,A Christmas Flight,I thought I would wait until October.
easy,travel,A Christmas Flight,I'll bet this is the first time you've ever flown during Christmas.
easy,travel,A Christmas Flight,You're right.
easy,travel,A Christmas Flight,"Well, listen to me. You need to buy a ticket now."
easy,travel,A Christmas Flight,But maybe prices will be cheaper in October.
easy,travel,A Christmas Flight,Cheaper prices won't do you any good if there are no seats.
easy,travel,Fear of Flying,I hate flying.
easy,travel,Fear of Flying,So do I.
easy,travel,Fear of Flying,"A long time ago, flying used to be okay."
easy,travel,Fear of Flying,Now it's like riding a bus.
easy,travel,Fear of Flying,You're jammed in with people all around you.
easy,travel,Fear of Flying,"Half of them are coughing, and the other half are sneezing."
easy,travel,Fear of Flying,You don't have any elbow room or knee room.
easy,travel,Fear of Flying,People are always getting up to use the bathroom.
easy,travel,Fear of Flying,Kids are crying or climbing over you.
easy,travel,Fear of Flying,It's a flying zoo!
easy,travel,Fear of Flying,I wish I could afford first class seats.
easy,travel,Fear of Flying,Doesn't everybody?
easy,travel,Row Your Boat,Some guy rowed across the Atlantic Ocean.
easy,travel,Row Your Boat,Good for him.
easy,travel,Row Your Boat,Why would he do that?
easy,travel,Row Your Boat,Did he set a new record?
easy,travel,Row Your Boat,"Yes, I think he did."
easy,travel,Row Your Boat,"Well, I guess that's why he did it."
easy,travel,Row Your Boat,What's the point?
easy,travel,Row Your Boat,Now he has the world record!
easy,travel,Row Your Boat,"But someone's going to break it, so what good is it?"
easy,travel,Row Your Boat,"Well, he can enjoy it while it lasts."
easy,travel,Row Your Boat,I don't think he even got paid for it.
easy,travel,Row Your Boat,Some people do it just to do it.
easy,travel,A Cruise,I want to go on a cruise ship.
easy,travel,A Cruise,That sounds like fun. Where do you want to go?
easy,travel,A Cruise,I want to cruise to Hawaii.
easy,travel,A Cruise,"That should be a nice trip. Lots of fun, and lots of food."
easy,travel,A Cruise,I have no idea how much it will cost.
easy,travel,A Cruise,I think it depends on the season and on your cabin.
easy,travel,A Cruise,"Well, of course I want to go when the weather is nice."
easy,travel,A Cruise,"Yes, you don't want to travel in winter storms."
easy,travel,A Cruise,And I want to get a big cabin with a view.
easy,travel,A Cruise,Are you going to travel alone?
easy,travel,A Cruise,"No, my sister and I will travel together."
easy,travel,A Cruise,"Well, you should go online and try to find a good deal."
easy,travel,Prepare for Takeoff,I hate to fly.
easy,travel,Prepare for Takeoff,Because of all the security?
easy,travel,Prepare for Takeoff,"No, because it hurts my ears."
easy,travel,Prepare for Takeoff,What do you mean?
easy,travel,Prepare for Takeoff,"Every time we land or take off, my ears hurt so much."
easy,travel,Prepare for Takeoff,"That's just the altitude change, I think."
easy,travel,Prepare for Takeoff,"Whatever it is, it hurts."
easy,travel,Prepare for Takeoff,Can't you take medicine or something for it?
easy,travel,Prepare for Takeoff,"I've tried everything, but nothing works."
easy,travel,Prepare for Takeoff,Have you tried earplugs?
easy,travel,Prepare for Takeoff,"They don't work, either."
easy,travel,Prepare for Takeoff,"Well, be glad you're not a pilot."
easy,travel,The Grand Canyon,Spring break starts tomorrow.
easy,travel,The Grand Canyon,Are you going to go anywhere?
easy,travel,The Grand Canyon,I was thinking of driving to Arizona.
easy,travel,The Grand Canyon,To the Grand Canyon?
easy,travel,The Grand Canyon,Yes. I've never been there.
easy,travel,The Grand Canyon,I was there when I was a kid.
easy,travel,The Grand Canyon,How did you like it?
easy,travel,The Grand Canyon,I loved it. I still remember how amazing it was.
easy,travel,The Grand Canyon,"I'm sure I'll like it, too."
easy,travel,The Grand Canyon,You should try riding a mule on a trail to the bottom.
easy,travel,The Grand Canyon,No way! I don't want to fall to my death.
easy,travel,The Grand Canyon,Don't worry. Only one person has ever fallen off a mule.
easy,travel,Hotel Hell,That hotel was terrible.
easy,travel,Hotel Hell,The worst in the whole world.
easy,travel,Hotel Hell,The walls were so thin.
easy,travel,Hotel Hell,All day long we heard TVs or telephones.
easy,travel,Hotel Hell,All night long we heard people snoring.
