topic,title,dialogue_line
dailylife0,Patch It or Sew It?,Lucky for you it wasn't a sharp knife.
dailylife0,Patch It or Sew It?,Who carries a sharp knife in their pocket?
dailylife0,Patch It or Sew It?,"Criminals, of course."
dailylife0,Patch It or Sew It?,"Anyway, I have to fix the hole."
dailylife0,Patch It or Sew It?,You can sew it up or use an iron-on patch.
dailylife0,Patch It or Sew It?,Tell me about this patch.
dailylife0,Patch It or Sew It?,The patch has glue. The hot iron melts the glue so the patch sticks on.
dailylife0,Patch It or Sew It?,That sounds a lot easier than sewing.
dailylife0,Patch It or Sew It?,"It is. But after about ten washings, the glue washes off."
dailylife0,What's So Funny?,Do you know any good jokes?
dailylife0,What's So Funny?,I can't remember jokes.
dailylife0,What's So Funny?,Neither can I.
dailylife0,What's So Funny?,They go in one ear and out the other.
dailylife0,What's So Funny?,Who makes up all these jokes?
dailylife0,What's So Funny?,Who knows? But there must be a hundred new ones every day.
dailylife0,What's So Funny?,"Yes, just in English alone."
dailylife0,What's So Funny?,I wonder if every language has jokes.
dailylife0,What's So Funny?,Of course! People everywhere like good jokes.
dailylife0,What's So Funny?,What do you think people joke about the most?
dailylife0,What's So Funny?,I think most jokes are about women.
dailylife0,What's So Funny?,"Oh, really? I think most jokes are about men!"
dailylife0,Spanish Spoken Here,You're very lucky.
dailylife0,Spanish Spoken Here,Why do you say that?
dailylife0,Spanish Spoken Here,You speak two languages.
dailylife0,Spanish Spoken Here,"Well, my English isn't perfect."
dailylife0,Spanish Spoken Here,No one speaks perfect English.
dailylife0,Spanish Spoken Here,Maybe I will be the first!
dailylife0,Spanish Spoken Here,I've been thinking about learning Spanish.
dailylife0,Spanish Spoken Here,Spanish is easy. I'll be happy to teach you.
dailylife0,Spanish Spoken Here,How long will it take me to learn?
dailylife0,Spanish Spoken Here,I think it will only take you a year or two.
dailylife0,Spanish Spoken Here,How soon can we begin?
dailylife0,Spanish Spoken Here,Ahora! That means right now.
dailylife0,It's the Only Earth We've Got,Do you know what today is?
dailylife0,It's the Only Earth We've Got,"Yes, it's April 22."
dailylife0,It's the Only Earth We've Got,It's more than just a date.
dailylife0,It's the Only Earth We've Got,Is it your birthday or anniversary?
dailylife0,It's the Only Earth We've Got,"No, it's Earth Day."
dailylife0,It's the Only Earth We've Got,What's that?
dailylife0,It's the Only Earth We've Got,It's a yearly reminder to take care of our planet.
dailylife0,It's the Only Earth We've Got,"Oh, you mean like reuse things and recycle stuff?"
dailylife0,It's the Only Earth We've Got,"Yes. We need to think green, save water, and stop using plastic bags."
dailylife0,It's the Only Earth We've Got,How about if I take shorter showers?
dailylife0,It's the Only Earth We've Got,"That's a good idea, because showers waste a lot of water."
dailylife0,It's the Only Earth We've Got,From now on I'll spend only 20 minutes in the shower.
dailylife0,No Time for Rhyme,Poetry sucks.
dailylife0,No Time for Rhyme,I don't know anyone who likes it.
dailylife0,No Time for Rhyme,"Some of it is okay, I guess."
dailylife0,No Time for Rhyme,"Yes, the poems that rhyme and are easy to remember."
dailylife0,No Time for Rhyme,"Like ""One, two, buckle my shoe."""
dailylife0,No Time for Rhyme,But people still write poems.
dailylife0,No Time for Rhyme,No one makes any money at it.
dailylife0,No Time for Rhyme,Shakespeare was a poet.
dailylife0,No Time for Rhyme,Did he get rich from his poetry?
dailylife0,No Time for Rhyme,Probably not.
dailylife0,No Time for Rhyme,Poems are a little bit like songs.
dailylife0,No Time for Rhyme,"Yes, but songs have music. Without music, songs would suck, too."
dailylife0,Dumb and Happy,How smart are you?
dailylife0,Dumb and Happy,I don't know. I think I'm average.
dailylife0,Dumb and Happy,Did you ever take an IQ test?
dailylife0,Dumb and Happy,"No, I never did. All I know is that I got A's and B's in school."
dailylife0,Dumb and Happy,I wish I was really smart.
dailylife0,Dumb and Happy,Don't be ridiculous.
dailylife0,Dumb and Happy,What do you mean?
dailylife0,Dumb and Happy,"If you're going to make a wish, wish that you were really rich or famous."
dailylife0,Dumb and Happy,Don't you ever wonder what it's like to be super-smart?
dailylife0,Dumb and Happy,It must be very lonely.
dailylife0,Dumb and Happy,Why's that?
dailylife0,Dumb and Happy,"Because if you're super-smart, no one understands what you're saying."
dailylife0,Live from NBC 4!,I missed the TV news last night. What was on?
dailylife0,Live from NBC 4!,Nothing that would pass as news.
dailylife0,Live from NBC 4!,What's the weather going to be like this weekend?
dailylife0,Live from NBC 4!,"I don't know. Whenever the weather comes on, I switch channels."
dailylife0,Live from NBC 4!,What was the lead story on the news?
dailylife0,Live from NBC 4!,Some actress was in court for driving without a license.
dailylife0,Live from NBC 4!,What was the second story?
dailylife0,Live from NBC 4!,Some actor married a woman young enough to be his daughter.
dailylife0,Live from NBC 4!,What was the third story?
dailylife0,Live from NBC 4!,A bull chased a man in a supermarket.
dailylife0,Live from NBC 4!,Wasn't there anything about Octo-Mom?
dailylife0,Live from NBC 4!,Of course. She's going to hire a nanny for her eight infants.
dailylife0,Life after Death,What are you going to do about your death?
dailylife0,Life after Death,"Well, mostly I'll try to avoid it."
dailylife0,Life after Death,"I mean, are you going to get buried or cremated?"
dailylife0,Life after Death,My wife and I will be cremated.
dailylife0,Life after Death,Are you going to be buried next to each other?
dailylife0,Life after Death,"Oh, no. Our ashes will be shaken into the ocean."
dailylife0,Life after Death,You're not going to be buried?
dailylife0,Life after Death,A coffin costs too much and takes up too much space.
dailylife0,Life after Death,"Yes, but it will be in a cemetery where your children can visit you."
dailylife0,Life after Death,Children seldom visit their parents in a cemetery.
dailylife0,Life after Death,"That's true. A cemetery is for dead people, not living people."
dailylife0,Life after Death,We figure our kids can visit us whenever they go to the beach.
dailylife0,Wipe Your Feet,Did you wipe your feet?
dailylife0,Wipe Your Feet,"Yes, of course I wiped my feet."
dailylife0,Wipe Your Feet,Then why is there mud on the carpet?
dailylife0,Wipe Your Feet,I don't know. It's not my mud.
dailylife0,Wipe Your Feet,"Well, someone brought it into the house."
dailylife0,Wipe Your Feet,Look at the bottom of my shoesthey're clean.
dailylife0,Wipe Your Feet,Of course they're clean. You left all the mud on the carpet.
dailylife0,Wipe Your Feet,"Okay, I'll get the vacuum cleaner."
dailylife0,Wipe Your Feet,Don't vacuum it now.
dailylife0,Wipe Your Feet,Don't you want me to clean up the mud?
dailylife0,Wipe Your Feet,Wait till it dries. It will be easier to vacuum.
dailylife0,Wipe Your Feet,Next time I will be more careful.
dailylife0,Mother's Day,What are you getting for your mom?
dailylife0,Mother's Day,What are you talking about?
dailylife0,Mother's Day,Sunday is Mother's Day.
dailylife0,Mother's Day,This Sunday?
dailylife0,Mother's Day,Of course. It's all over the news.
dailylife0,Mother's Day,I thought it was next Sunday.
dailylife0,Mother's Day,"Well, you'd better get her something."
dailylife0,Mother's Day,I'll get her a nice card.
dailylife0,Mother's Day,Is that it?
dailylife0,Mother's Day,Yes. That's all I ever give her.
dailylife0,Mother's Day,"She raised you, and all you ever give her is a card?"
dailylife0,Mother's Day,It's okay. She knows that I love her.
dailylife0,A New Flag,I don't like our flag.
dailylife0,A New Flag,What's the matter with it?
dailylife0,A New Flag,It's too much like other flags.
dailylife0,A New Flag,"Yes, a lot of flags have stripes."
dailylife0,A New Flag,A flag should be pretty.
dailylife0,A New Flag,What should our flag look like?
dailylife0,A New Flag,It should have a pretty woman on it.
dailylife0,A New Flag,That's ridiculous!
dailylife0,A New Flag,You don't like pretty women?
dailylife0,A New Flag,Of course I do. But not on our flag!
dailylife0,A New Flag,Every nation should have a pretty woman on their flag.
dailylife0,A New Flag,You can't go to war carrying a flag with a woman on it!
dailylife0,Work up an Appetite,I had a busy morning.
dailylife0,Work up an Appetite,What did you do?
dailylife0,Work up an Appetite,I watered all the plants.
dailylife0,Work up an Appetite,You have a lot of plants.
dailylife0,Work up an Appetite,Then I did my laundry.
dailylife0,Work up an Appetite,That takes some time.
dailylife0,Work up an Appetite,I took the dog for a walk.
dailylife0,Work up an Appetite,I'll bet he enjoyed his walk.
dailylife0,Work up an Appetite,I vacuumed the entire house.
dailylife0,Work up an Appetite,That's a lot of work.
dailylife0,Work up an Appetite,And then I made lunch.
dailylife0,Work up an Appetite,I'll bet you were hungry!
dailylife0,Dialing for a Dollar,I don't have long distance service with my home phone.
dailylife0,Dialing for a Dollar,So how do you make long distance calls?
dailylife0,Dialing for a Dollar,I use a calling card.
dailylife0,Dialing for a Dollar,Where do you get that?
dailylife0,Dialing for a Dollar,I buy it at the dollar store.
dailylife0,Dialing for a Dollar,How much is it?
dailylife0,Dialing for a Dollar,It's one dollar for 100 minutes.
dailylife0,Dialing for a Dollar,That's only a penny a minute!
dailylife0,Dialing for a Dollar,It's a great price. But you have to dial a lot of numbers.
dailylife0,Dialing for a Dollar,How many?
dailylife0,Dialing for a Dollar,"First you dial seven numbers, then ten numbers, then ten more numbers."
dailylife0,Dialing for a Dollar,Yikes. I think I'll keep my long distance service.
schoollife,I Go to College,Do you go to college?
schoollife,I Go to College,"Yes, I do."
schoollife,I Go to College,What college do you go to?
schoollife,I Go to College,I go to Pasadena City College.
schoollife,I Go to College,Do you like it?
schoollife,I Go to College,"Oh, yes, I really like it."
schoollife,I Go to College,Why do you like it?
schoollife,I Go to College,Because it has great teachers.
schoollife,I Go to College,What else?
schoollife,I Go to College,"I like all my classmates, too."
schoollife,I Go to College,Anything else?
schoollife,I Go to College,Yes. It's not expensive!
schoollife,A Lost Pen,I lost my new pen.
schoollife,A Lost Pen,Where did you lose it?
schoollife,A Lost Pen,I don't know.
schoollife,A Lost Pen,When did you lose it?
schoollife,A Lost Pen,I think I lost it today. I used it yesterday.
schoollife,A Lost Pen,Did you check all your pockets?
schoollife,A Lost Pen,I checked all my pockets.
schoollife,A Lost Pen,Did you look in your desk?
schoollife,A Lost Pen,"Yes. It isn't there, either."
schoollife,A Lost Pen,It's probably around somewhere.
schoollife,A Lost Pen,"Oh, well, it only cost me a dollar."
schoollife,A Lost Pen,Only a dollar? Don't even look for it.
schoollife,Gravity for All,Gravity is very important.
schoollife,Gravity for All,What is gravity?
schoollife,Gravity for All,It's the force that pulls everything down.
schoollife,Gravity for All,I don't understand.
schoollife,Gravity for All,"If you pour water into a glass, the water goes down into the glass."
schoollife,Gravity for All,Of course it does.
schoollife,Gravity for All,"Without gravity, the water would go up."
schoollife,Gravity for All,You're joking.
schoollife,Gravity for All,"Without gravity, you would go up."
schoollife,Gravity for All,What do you mean?
schoollife,Gravity for All,You would float into the sky like a balloon.
schoollife,Gravity for All,That would be fun!
schoollife,New Glasses,I can't read my book.
schoollife,New Glasses,Turn on the light.
schoollife,New Glasses,The light is on.
schoollife,New Glasses,Open the book.
schoollife,New Glasses,The book is open.
schoollife,New Glasses,See an eye doctor.
schoollife,New Glasses,That's what I need to do.
schoollife,New Glasses,He'll give you a prescription for glasses.
schoollife,New Glasses,I'll make an appointment tomorrow.
schoollife,New Glasses,I'll get the yellow pages for an eye doctor.
schoollife,New Glasses,Read the phone number to me.
schoollife,New Glasses,"I'll read it very loud, in case your hearing is getting bad, too."
schoollife,School Items,What do you need for school?
schoollife,School Items,I need pencils.
schoollife,School Items,Anything else?
schoollife,School Items,I need a notebook.
schoollife,School Items,Do you need a pen?
schoollife,School Items,No. I already have a pen.
schoollife,School Items,Do you need a calculator?
schoollife,School Items,No. The teacher doesn't permit calculators.
schoollife,School Items,How about a dictionary?
schoollife,School Items,"No, we have a big dictionary in the classroom."
schoollife,School Items,"Well, I guess that's it."
schoollife,School Items,"Yes, that's all I need for now."
schoollife,A Good Magazine,I like this magazine.
schoollife,A Good Magazine,So do I.
schoollife,A Good Magazine,"I read it once, and I subscribed."
schoollife,A Good Magazine,It gives you all the news.
schoollife,A Good Magazine,All the news in only 50 pages.
schoollife,A Good Magazine,I like the political cartoons.
schoollife,A Good Magazine,I like the beautiful photos of the houses for sale.
schoollife,A Good Magazine,I always read the film reviews.
schoollife,A Good Magazine,I never miss the food and drink section.
schoollife,A Good Magazine,I gave a subscription to my parents.
schoollife,A Good Magazine,Me too. They canceled their other news magazines.
schoollife,A Good Magazine,So did mine!
schoollife,Shake Your Pen,My pen is out of ink.
schoollife,Shake Your Pen,Shake it a couple of times.
schoollife,Shake Your Pen,I shook it. There is no more ink.
schoollife,Shake Your Pen,You can borrow mine.
schoollife,Shake Your Pen,Thank you. I'll buy a new one tomorrow.
schoollife,Shake Your Pen,What were you doing?
schoollife,Shake Your Pen,I was writing a letter.
schoollife,Shake Your Pen,Who were you writing to?
schoollife,Shake Your Pen,It's to my mom.
schoollife,Shake Your Pen,Tell her I said hello.
schoollife,Shake Your Pen,Okay. I'll return your pen when I'm done.
schoollife,Shake Your Pen,Take your time.
schoollife,Do Your Homework,Have you done your homework?
schoollife,Do Your Homework,Not yet.
schoollife,Do Your Homework,Then why are you watching TV?
schoollife,Do Your Homework,This is my favorite show.
schoollife,Do Your Homework,Go do your homework.
schoollife,Do Your Homework,"But, mom!"
schoollife,Do Your Homework,You can watch TV after you do your homework.
schoollife,Do Your Homework,But the show will be over.
schoollife,Do Your Homework,There will be another show next week.
schoollife,Do Your Homework,Please?
schoollife,Do Your Homework,You know the rules.
schoollife,Do Your Homework,I hate the rules! I can't wait till I grow up.
schoollife,The Soldier,I can't wait until I graduate.
schoollife,The Soldier,Me too.
schoollife,The Soldier,No more homework.
schoollife,The Soldier,I hate homework.
schoollife,The Soldier,Are you going to college?
schoollife,The Soldier,I can't afford it.
schoollife,The Soldier,Me neither.
schoollife,The Soldier,So what are you going to do?
schoollife,The Soldier,I'm joining the army.
schoollife,The Soldier,You're kidding. You might get killed.
schoollife,The Soldier,"I don't think so. After I finish, I'll have enough money to go to college."
schoollife,The Soldier,That's not a bad idea.
schoollife,The English Major,What is your major?
schoollife,The English Major,English.
schoollife,The English Major,What are you going to do with an English major?
schoollife,The English Major,I'm going to be a teacher.
schoollife,The English Major,High school or middle school?
schoollife,The English Major,High school.
schoollife,The English Major,I teach high school English.
schoollife,The English Major,I didn't know that.
schoollife,The English Major,I started teaching five years ago.
schoollife,The English Major,How do you like it?
schoollife,The English Major,Do you see all this gray hair? It was totally black five years ago.
schoollife,The English Major,Maybe I'll teach middle school.
schoollife,No Parking,Parking at school is impossible.
schoollife,No Parking,I'll say.
schoollife,No Parking,I drove around for half an hour.
schoollife,No Parking,Did you find a spot?
schoollife,No Parking,"I found a spot, but someone cut in and took it from me."
schoollife,No Parking,Did you yell at them?
schoollife,No Parking,"Yes, I did."
schoollife,No Parking,And?
schoollife,No Parking,And he yelled back at me.
schoollife,No Parking,How rude.
schoollife,No Parking,But I got lucky a few minutes later.
schoollife,No Parking,You have to be lucky to find a parking space.
schoollife,Keep Your Eyes Open,This is a huge library.
schoollife,Keep Your Eyes Open,"Yes, it has lots of rooms and lots of space."
schoollife,Keep Your Eyes Open,And lots of books.
schoollife,Keep Your Eyes Open,And lots of thieves.
schoollife,Keep Your Eyes Open,What do you mean?
schoollife,Keep Your Eyes Open,"I mean, keep your belongings close to you."
schoollife,Keep Your Eyes Open,The only thing in my backpack is used books.
schoollife,Keep Your Eyes Open,But thieves don't know that.
schoollife,Keep Your Eyes Open,They might think that I've got an iPod or laptop in there.
schoollife,Keep Your Eyes Open,Now you're thinking.
schoollife,Keep Your Eyes Open,You'd think a library would be safe from thieves.
schoollife,Keep Your Eyes Open,Not even a church is safe from thieves.
schoollife,Two Plus Two,How good is your math?
schoollife,Two Plus Two,I can add two and two.
schoollife,Two Plus Two,So you're not very good at math?
schoollife,Two Plus Two,I'm terrible at math.
schoollife,Two Plus Two,"Well, I need some help."
schoollife,Two Plus Two,With what?
schoollife,Two Plus Two,I'm taking a math course in school.
schoollife,Two Plus Two,"Well, you should ask your teacher or your classmates for help."
schoollife,Two Plus Two,I can't do that.
schoollife,Two Plus Two,Why not?
schoollife,Two Plus Two,They might think I'm stupid.
schoollife,Two Plus Two,They're not going to think that! They'll be glad to help you.
schoollife,Prayers,Do you believe in God?
schoollife,Prayers,Of course.
schoollife,Prayers,Do you pray to God?
schoollife,Prayers,Occasionally.
schoollife,Prayers,When's that?
schoollife,Prayers,When I need something.
schoollife,Prayers,Like what?
schoollife,Prayers,"Well, if I have a big test at school."
schoollife,Prayers,Does God answer your prayers?
schoollife,Prayers,"Yes, I've passed all my tests."
schoollife,Prayers,Do you ever pray for money?
schoollife,Prayers,Not yet. I won't need to do that until I graduate from high school.
schoollife,Hit and Run,The cops finally found the husband.
schoollife,Hit and Run,What husband?
schoollife,Hit and Run,The husband of the driver who ran over two college students at 3 a.m.
schoollife,Hit and Run,"Oh, yeah. The girl died instantly, and the boy is still in the hospital."
schoollife,Hit and Run,The husband said he tried to help the boy.
schoollife,Hit and Run,"Yes, he pushed him off the hood of the car."
schoollife,Hit and Run,"No, he said he gently placed the boy on the street."
schoollife,Hit and Run,So what? They still drove off.
schoollife,Hit and Run,The husband said a fire department was nearby.
schoollife,Hit and Run,So what? Did he dial 911?
schoollife,Hit and Run,"He said he was thinking about it, but he didn't get around to it."
schoollife,Hit and Run,"He didn't get around to turning himself in, either."
transportation,What Will People Think?,I don't like riding the bus.
transportation,What Will People Think?,Why not?
transportation,What Will People Think?,The seats and windows are dirty.
transportation,What Will People Think?,Don't they clean the bus every night?
transportation,What Will People Think?,I think they do.
transportation,What Will People Think?,You should bring some wipes with you.
transportation,What Will People Think?,That's a good idea.
transportation,What Will People Think?,Then you can wipe your seat and window.
transportation,What Will People Think?,People will think I'm strange.
transportation,What Will People Think?,Who cares? Everyone is strange.
transportation,What Will People Think?,That's for sure.
transportation,What Will People Think?,Don't worry about what people think.
transportation,Don't Ride the Bus,I don't like riding the bus.
transportation,Don't Ride the Bus,Why not?
transportation,Don't Ride the Bus,"Number one, it's too slow."
transportation,Don't Ride the Bus,You're right. A car is faster.
transportation,Don't Ride the Bus,"Number two, it's usually late."
transportation,Don't Ride the Bus,You're right. The buses are never on time.
transportation,Don't Ride the Bus,"Number three, it doesn't run 24 hours."
transportation,Don't Ride the Bus,You're right. Buses don't run late at night.
transportation,Don't Ride the Bus,"Number four, it's too crowded."
transportation,Don't Ride the Bus,You're right. You have to stand in the aisle.
transportation,Don't Ride the Bus,"Number five, it's unsafe."
transportation,Don't Ride the Bus,You're right. Bad guys might rob you.
transportation,Don't Cut the Tires,We had a problem at school.
transportation,Don't Cut the Tires,What was the problem?
transportation,Don't Cut the Tires,Someone cut the tires.
transportation,Don't Cut the Tires,What tires?
transportation,Don't Cut the Tires,The tires on the cars.
transportation,Don't Cut the Tires,Where were the cars?
transportation,Don't Cut the Tires,They were in the student parking lot.
transportation,Don't Cut the Tires,How many tires were cut?
transportation,Don't Cut the Tires,One or two tires were cut on each car.
transportation,Don't Cut the Tires,How many cars?
transportation,Don't Cut the Tires,Eleven cars.
transportation,Don't Cut the Tires,That's terrible. I hope they catch the person.
transportation,The Crosswalk,Life isn't fair.
transportation,The Crosswalk,It sure isn't.
transportation,The Crosswalk,I got a ticket yesterday.
transportation,The Crosswalk,What for?
transportation,The Crosswalk,I was crossing the street.
transportation,The Crosswalk,Were you in a crosswalk?
transportation,The Crosswalk,"Yes, but the red hand was blinking."
transportation,The Crosswalk,So? That's a ticket?
transportation,The Crosswalk,"Yes, it's a $140 ticket."
transportation,The Crosswalk,That's not right!
transportation,The Crosswalk,"When I started to cross the street, the white walk sign was blinking."
transportation,The Crosswalk,You need to walk faster.
transportation,It's Okay to Speed,You're driving too fast.
transportation,It's Okay to Speed,Why do you say that?
transportation,It's Okay to Speed,The speed limit is 65.
transportation,It's Okay to Speed,I know that.
transportation,It's Okay to Speed,But you're doing 75.
transportation,It's Okay to Speed,So is everyone else.
transportation,It's Okay to Speed,But a cop might stop you.
transportation,It's Okay to Speed,"No, he won't. Some cars are doing 85."
transportation,It's Okay to Speed,So the cop will stop those cars?
transportation,It's Okay to Speed,Of course. He stops the fastest cars.
transportation,It's Okay to Speed,My friend got a ticket for doing 75.
transportation,It's Okay to Speed,Your friend was unlucky.
transportation,Check Your Tires,Remember to put air in your tires.
transportation,Check Your Tires,How often do I have to do that?
transportation,Check Your Tires,Once every two months.
transportation,Check Your Tires,That's a lot.
transportation,Check Your Tires,What do you mean?
transportation,Check Your Tires,That's six times a year!
transportation,Check Your Tires,"Yes, and it takes about five minutes each time."
transportation,Check Your Tires,I'll try.
transportation,Check Your Tires,Check your tires or you'll get a flat.
transportation,Check Your Tires,Oh. That's not good.
transportation,Check Your Tires,"No, it isn't. A flat costs you time and money."
transportation,Check Your Tires,And I don't have either.
transportation,Don't Be in a Hurry,You're driving too fast.
transportation,Don't Be in a Hurry,I'm in a hurry.
transportation,Don't Be in a Hurry,Don't ever be in a hurry.
transportation,Don't Be in a Hurry,It's not my fault. You didn't wake me up.
transportation,Don't Be in a Hurry,That's not my fault. You didn't tell me to wake you up.
transportation,Don't Be in a Hurry,"Well, I meant to."
transportation,Don't Be in a Hurry,Don't ever be in a hurry when you're driving.
transportation,Don't Be in a Hurry,Why not?
transportation,Don't Be in a Hurry,Because you'll have an accident. Most accidents are because people are in a hurry.
transportation,Don't Be in a Hurry,How do you know that?
transportation,Don't Be in a Hurry,I read a lot.
transportation,Don't Be in a Hurry,I thought drunks caused most accidents.
transportation,A New Car,Let's go for a ride.
transportation,A New Car,Where are we going?
transportation,A New Car,Into the mountains.
transportation,A New Car,That sounds nice.
transportation,A New Car,I want to show you my new car.
transportation,A New Car,You bought a new car?
transportation,A New Car,Yes. I bought a Cadillac.
transportation,A New Car,A luxury car.
transportation,A New Car,Luxury plus speed.
transportation,A New Car,What are we waiting for?
transportation,A New Car,Let me get the keys.
transportation,A New Car,Let me get my camera.
transportation,I'm Going to Explode,I have to go to the bathroom.
transportation,I'm Going to Explode,Why didn't you go before we left?
transportation,I'm Going to Explode,"I did, but I have to go again."
transportation,I'm Going to Explode,"Well, hold on a little longer."
transportation,I'm Going to Explode,I think I'm going to explode.
transportation,I'm Going to Explode,Just hold on.
transportation,I'm Going to Explode,Oh! Don't hit any more bumps!
transportation,I'm Going to Explode,We'll be at McDonald's in just a few minutes.
transportation,I'm Going to Explode,I hope they are fast minutes.
transportation,I'm Going to Explode,Think about something else. Think about a hamburger.
transportation,I'm Going to Explode,"I'm thinking, but I still have to go."
transportation,I'm Going to Explode,It's the next exit. Hold on!
transportation,The Missing Car,Where's the car?
transportation,The Missing Car,What do you mean?
transportation,The Missing Car,The car isn't here.
transportation,The Missing Car,Where did you park it?
transportation,The Missing Car,I parked it right here.
transportation,The Missing Car,Are you sure?
transportation,The Missing Car,Yes. I remember this big tree.
transportation,The Missing Car,Maybe it's the wrong tree.
transportation,The Missing Car,"No, this is the tree."
transportation,The Missing Car,Did someone steal it?
transportation,The Missing Car,I sure hope not.
transportation,The Missing Car,Maybe they towed it away.
transportation,Too Many Cars,Look at this traffic.
transportation,Too Many Cars,I'd rather not.
transportation,Too Many Cars,It gets worse every year.
transportation,Too Many Cars,Why are you complaining? We're going almost 20 miles an hour.
transportation,Too Many Cars,The speed limit is 65!
transportation,Too Many Cars,"Well, that's between 2:00 and 4:00 a.m."
transportation,Too Many Cars,Where are all these people going?
transportation,Too Many Cars,They're all asking the same question.
transportation,Too Many Cars,When are they going to fix this problem?
transportation,Too Many Cars,They said they need more money.
transportation,Too Many Cars,They always need more money.
transportation,Too Many Cars,It'll get worse before it gets better.
transportation,Don't Call the Police,Did you see that car?
transportation,Don't Call the Police,"Yes, he went through the red light."
transportation,Don't Call the Police,Can we call the police?
transportation,Don't Call the Police,"No, the police don't care."
transportation,Don't Call the Police,Why not?
transportation,Don't Call the Police,They have to see it happen.
transportation,Don't Call the Police,They don't believe us?
transportation,Don't Call the Police,No. They can only give a ticket if they see it happen.
transportation,Don't Call the Police,"So, what do we do?"
transportation,Don't Call the Police,We don't do anything.
transportation,Don't Call the Police,Maybe we should honk the horn next time.
transportation,Don't Call the Police,The driver will just honk back at us.
transportation,Wash the Car,My car is dirty.
transportation,Wash the Car,Why don't you wash it?
transportation,Wash the Car,That's what I'm going to do.
transportation,Wash the Car,Are you going to wash it yourself?
transportation,Wash the Car,Of course. It's not a hard job.
transportation,Wash the Car,I'll help you.
transportation,Wash the Car,"Okay, I'll get a bucket."
transportation,Wash the Car,I'll rinse the car first.
transportation,Wash the Car,Then we can scrub it with a wet sponge and soap.
transportation,Wash the Car,"After that, we can dry it with a towel."
transportation,Wash the Car,Then it will look like new
transportation,Wash the Car,And you save $10.
transportation,Windy Weather,It sure is windy today.
transportation,Windy Weather,Paper is flying everywhere.
transportation,Windy Weather,This wind is dangerous for drivers.
transportation,Windy Weather,Especially for drivers of big trucks.
transportation,Windy Weather,The wind blows those trucks over.
transportation,Windy Weather,"It blows trees over, too."
transportation,Windy Weather,A tree fell onto my dad's car.
transportation,Windy Weather,Was there much damage?
transportation,Windy Weather,My dad had to buy a new car.
transportation,Windy Weather,Wow! That's terrible.
transportation,Windy Weather,Never park your car under a tree.
transportation,Windy Weather,"The wind will get you, or the birds will get you."
transportation,Two Birds with One Stone,When are we going to stop?
transportation,Two Birds with One Stone,We'll stop at the next McDonald's.
transportation,Two Birds with One Stone,How far away is that?
transportation,Two Birds with One Stone,I think we'll be there in half an hour.
transportation,Two Birds with One Stone,I hope so. I have to go to the bathroom.
transportation,Two Birds with One Stone,"Well, I can always pull over."
transportation,Two Birds with One Stone,"No, thank you, I'll just wait."
transportation,Two Birds with One Stone,We can kill two birds with one stone.
transportation,Two Birds with One Stone,What do you mean?
transportation,Two Birds with One Stone,"While you're using the bathroom, I'll order some food."
transportation,Two Birds with One Stone,Don't order for me. I'm not hungry.
transportation,Two Birds with One Stone,"I'm very hungry. I'll order for you, and then I'll eat yours."
transportation,Beat the Light,This is such a long light.
transportation,Beat the Light,Look how many cars are waiting in line.
transportation,Beat the Light,They need a left-turn arrow.
transportation,Beat the Light,Only two cars can make a left turn every three or four minutes.
transportation,Beat the Light,We'll be here forever.
transportation,Beat the Light,Get out of this lane.
transportation,Beat the Light,But we need to turn left.
transportation,Beat the Light,Forget it. Go straight.
transportation,Beat the Light,Then what?
transportation,Beat the Light,Then we'll just make a U-turn.
transportation,Beat the Light,And then we can turn right at the light.
transportation,Beat the Light,Good idea. It will be so much quicker.
transportation,A Dream Car,I need a cheap car.
transportation,A Dream Car,How much money do you have?
transportation,A Dream Car,"$1,000."
transportation,A Dream Car,"Well, that should get you something."
transportation,A Dream Car,But I need something that's reliable.
transportation,A Dream Car,You need a car with low mileage.
transportation,A Dream Car,A car that was owned by a little old lady.
transportation,A Dream Car,Where have you looked?
transportation,A Dream Car,I haven't looked anywhere yet.
transportation,A Dream Car,Why not?
transportation,A Dream Car,Because I'll never find one for such a low price.
transportation,A Dream Car,You're right about that. Keep saving your money.
transportation,A Bad Driver?,"Good afternoon, officer."
transportation,A Bad Driver?,"Your driver's license and registration, please."
transportation,A Bad Driver?,Here you go.
transportation,A Bad Driver?,Do you know why I pulled you over?
transportation,A Bad Driver?,I have no idea. All of a sudden I heard your siren.
transportation,A Bad Driver?,You rolled through that stop sign back there.
transportation,A Bad Driver?,But I stopped!
transportation,A Bad Driver?,"No, you didn't. You slowed down, but you didn't come to a full stop."
transportation,A Bad Driver?,"Well, nobody else does, so why should I?"
transportation,A Bad Driver?,That's not the attitude of a good driver.
transportation,A Bad Driver?,But I am a good driver. I've never had a ticket in my life.
transportation,A Bad Driver?,"Well, you've got one now. Here. Have a nice day."
transportation,A Slow Walker,$140. I can't believe it.
transportation,A Slow Walker,What are you talking about?
transportation,A Slow Walker,I got a ticket downtown for $140.
transportation,A Slow Walker,Were you speeding?
transportation,A Slow Walker,"No, I was crossing the street."
transportation,A Slow Walker,Were you jaywalking?
transportation,A Slow Walker,"No, I was in the crosswalk."
transportation,A Slow Walker,So why did you get a ticket?
transportation,A Slow Walker,The officer said the red hand was blinking.
transportation,A Slow Walker,Was it blinking when you entered the crosswalk?
